tenure month,loan fee,loan,mobile transactions,mobile transactions value,mobile services,app users,TOTAL_INFLOW,SALARY_STATUS,TOTAL_OUTFLOW,age,gender,is_default
28,10.9,69480,1,0,1,1,395700,0,485900,29,F,Y
7,6.6,10609.28,3,10000,2,0,39262,0,38620,32,M,Y
28,10.9,26634,5,205000,3,0,508500,1,495318,30,F,Y
14,7.8,69625,124,3681500,6,1,7557445,1,7554859,28,M,Y
21,9.6,12540,2,700,2,0,213900,0,11250,28,F,N
14,7.8,87031.25,2,0,1,0,1210325,0,1066890,48,M,N
1,4.7,2044.2908,6,28000,2,0,1612813,1,1594578,30,M,Y
28,10.9,30629.1,5,3500,2,0,402212,1,554144,22,M,Y
14,7.8,27850,10,15500,4,0,1761046,1,1686179,29,M,N
21,9.6,7296,9,259700,4,0,382072,1,382073,27,M,Y
21,9.6,70680,0,0,0,0,100000,0,57800,28,M,Y
2,4.7,7089.3306,1,1500,1,0,338724,1,337562,30,M,N
2,4.7,22841.615,40,11726000,4,0,15500000,0,17102788,37,M,N
28,10.9,12738,15,1290000,3,0,1510472,1,1579106,34,M,Y
28,10.9,90468.75,25,343300,4,0,672375,0,888975,23,M,Y
21,9.6,111327.84,31,870000,5,0,2856588,0,2940940,33,M,Y
21,9.6,70680,3,10000,3,0,652032,0,893000,53,F,Y
5,4.7,22428,12,247500,4,0,218692,0,343666,22,M,N
21,9.6,12540,0,0,0,0,492218,1,490230,27,M,Y
5,4.7,21360,0,0,0,0,484200,1,661817,28,F,N
28,10.9,11580,0,0,0,0,0,0,0,27,M,Y
21,9.6,26220,2,4300,2,0,322280,1,417160,31,F,Y
5,4.7,33108,29,4849155,5,0,11894081,1,12216870,36,M,N
1,2.7,26000,29,4849155,5,0,11894081,1,12216870,36,M,Y
1,2.7,20800,29,4849155,5,0,11894081,1,12216870,36,M,N
1,2.7,16640,29,4849155,5,0,11894081,1,12216870,36,M,Y
28,10.9,11580,0,0,0,0,0,0,0,32,M,N
21,9.6,12540,4,480000,2,0,5184881,1,4945701,50,M,N
28,10.9,14712.39,16,263000,3,1,529375,1,489292,30,M,N
7,6.6,11288.8,19,27000,4,1,42908,0,217298,22,M,N
5,4.7,14204.4,19,27000,4,1,42908,0,217298,22,M,Y
28,10.9,46320,48,129500,6,1,432461,1,559421,27,M,Y
7,6.6,10960,23,34700,4,0,437350,1,451770,43,M,N
21,9.6,12540,6,12000,3,0,111580,0,22930,26,F,Y
21,9.6,45600,9,336000,4,0,540779,1,539994,34,F,N
1,4.7,1377.1219,0,0,0,0,0,0,1853,45,M,Y
7,6.6,2192,0,0,0,0,0,0,1853,45,M,N
21,9.6,110580,42,877500,5,1,4592317,1,4825682,41,M,Y
14,7.8,16264.4,24,36600,3,0,89067,0,90051,32,M,Y
28,10.9,11580,1,0,1,1,251000,0,86661,22,M,N
14,7.8,55700,73,35008.47,3,1,2287500,1,2687700,31,M,Y
7,6.6,10960,22,14075500,4,0,22101000,0,22966028,29,M,N
2,4.7,10767.2983,22,14075500,4,0,22101000,0,22966028,29,M,Y
28,10.9,13896,53,83800,5,1,1544740,1,716310,30,M,N
14,7.8,100260,96,6433900,5,0,9085187,1,8842058,46,M,N
14,7.8,25622,2,23000,2,0,688370,1,694800,30,F,N
2,4.7,1764.1224,6,24000,3,0,66351,0,66106,28,M,N
5,4.7,2136,6,24000,3,0,66351,0,66106,28,M,Y
2,4.7,5654.4192,12,1208400,3,0,22354000,0,23676260,47,M,Y
1,2.7,10400,0,0,0,0,0,0,0,33,M,N
2,4.7,9972.151,0,0,0,0,0,0,0,44,M,Y
28,10.9,57900,3,5500,2,0,0,0,1003450,43,M,N
14,7.8,55700,0,0,0,0,0,0,0,30,M,N
2,4.7,3383.0182,10,569000,5,1,697102,1,691495,44,M,Y
14,7.8,12254,28,4388500,6,0,6311580,0,6260816,30,F,N
21,9.6,71250,7,281000,4,0,705104,1,862850,33,M,Y
2,4.7,1090.2998,1,0,1,0,6753366,0,3319100,32,M,Y
2,4.7,10355.6911,7,330000,3,1,588284,1,523489,41,M,Y
14,7.8,86892,3,257000,1,0,790325,0,784547,36,M,Y
21,9.6,22800,5,0,1,0,471572,1,470720,57,M,N
7,6.6,85488,30,1854000,5,0,1182052,0,2292152,43,M,Y
21,9.6,12540,1,0,1,0,11580,0,11580,51,M,N
28,10.9,57900,46,367000,6,1,1464000,0,1570400,34,F,N
2,4.7,1618.8744,10,351000,3,0,2014319,1,1830388,31,M,Y
21,9.6,57000,10,351000,3,0,2014319,1,1830388,31,M,N
2,4.7,1780.4628,10,351000,3,0,2014319,1,1830388,31,M,Y
21,9.6,68400,11,449000,6,0,670186,1,767880,49,M,N
14,7.8,86892,3,101000,2,0,180768,0,178768,42,M,N
28,10.9,12738,17,65300,5,1,531698,1,593595,27,M,Y
21,9.6,57000,11,264000,5,1,480000,0,504701,24,F,Y
21,9.6,88920,8,0,1,0,327283,0,320200,60,M,N
21,9.6,57000,0,0,0,0,0,0,441150,42,M,N
2,4.7,5340,13,130000,4,0,379766,0,384326,25,M,Y
2,4.7,1751.8084,13,130000,4,0,379766,0,384326,25,M,N
2,4.7,8880.9754,16,294500,5,1,1360000,1,1645016,27,M,Y
21,9.6,88920,8,114000,2,0,212625,0,287875,43,M,N
21,9.6,14592,11,17000,2,0,201688,0,203911,29,M,Y
21,9.6,26220,2,18000,2,0,22800,0,22800,42,M,Y
21,9.6,45600,43,324200,5,0,287000,1,443550,58,M,Y
2,4.7,21696.7404,3,26000,2,0,1487525,1,1491060,26,M,N
2,4.7,12915.3026,3,26000,2,0,1487525,1,1491060,26,M,Y
28,10.9,26634,14,103000,4,0,637160,1,643160,29,M,N
28,10.9,11580,2,45000,2,0,57000,0,57000,35,M,N
14,7.8,86892,37,5365000,5,0,8129068,0,6382636,47,M,Y
21,9.6,26220,15,323000,4,0,482392,1,572300,31,M,N
2,4.7,3318.2867,9,122000,3,1,215000,0,321642,21,F,Y
21,9.6,11400,9,122000,3,1,215000,0,321642,21,F,N
14,7.8,55700,27,1024500,5,0,1370843,1,1371311,34,M,N
28,10.9,14011.8,15,171000,3,0,602316,1,212669,34,M,Y
28,10.9,57900,1,5000,1,0,134740,0,138840,35,M,Y
2,4.7,3669.0392,11,56400,2,0,40062,0,80226,27,M,N
2,4.7,407.9653,30,1325150,5,0,3773721,1,4213916,32,M,N
28,10.9,62532,21,648000,7,0,1313982,1,1227212,34,M,N
2,4.7,8230.0507,21,648000,7,0,1313982,1,1227212,34,M,Y
14,7.8,25622,3,0,1,0,27280,0,131280,26,F,Y
21,9.6,71250,13,525000,4,0,1850353,1,2085659,28,M,N
14,7.8,69625,2,55000,1,0,59900,0,66750,36,M,N
21,9.6,5700,2,4000,2,0,5700,0,7600,32,M,Y
21,9.6,26220,14,522500,4,0,925400,1,924101,29,F,Y
21,9.6,22800,62,3883800,10,1,2241616,0,4489541,31,M,N
5,4.7,15636.588,13,184000,4,0,830173,1,692837,38,M,N
7,6.6,14587.76,5,0,1,0,315214,1,176391,47,F,Y
7,6.6,13261.6,5,0,1,0,315214,1,176391,47,F,N
21,9.6,4560,3,0,1,0,501328,0,495353,29,M,N
21,9.6,26220,8,122500,3,0,232800,0,231682,34,M,Y
21,9.6,22800,0,0,0,0,0,0,104800,51,F,N
21,9.6,28500,8,39000,2,0,285905,1,285905,29,M,Y
21,9.6,13794,3,1000,2,0,397740,1,396521,38,M,Y
21,9.6,12540,16,516000,4,0,287853,1,724610,46,M,Y
2,4.7,7940.7936,46,235500,5,1,1553478,1,1313330,32,M,Y
2,4.7,3185.2032,46,235500,5,1,1553478,1,1313330,32,M,Y
2,4.7,1814.5,46,235500,5,1,1553478,1,1313330,32,M,Y
28,10.9,5790,0,0,0,0,0,0,0,25,F,Y
14,7.8,12254,6,8000,2,1,11140,0,10940,36,M,Y
5,4.7,12509.484,19,34000,2,0,94083,0,95627,33,F,N
14,7.8,108058,39,530000,6,1,1060968,0,990220,39,M,Y
21,9.6,88920,8,25000,2,0,2317063,1,2311876,36,M,Y
21,9.6,12540,10,27000,3,0,608000,0,610605,27,M,Y
28,10.9,10190.4,12,530000,5,0,1811864,1,896651,29,F,Y
28,10.9,26634,2,0,1,0,144320,1,145430,25,M,N
21,9.6,22800,0,0,0,0,500000,0,493600,35,F,N
14,7.8,5570,3,220000,2,0,351000,0,239861,36,F,Y
28,10.9,72375,63,818008.47,8,1,703350,0,1771850,37,M,N
5,4.7,9398.4,5,12000,3,0,103684,0,125387,36,M,N
28,10.9,9264,2,40000,2,0,316780,1,306284,30,M,N
21,9.6,11400,1,50000,1,0,1175555,1,616853,44,M,Y
21,9.6,57000,0,0,0,0,722000,0,759700,56,F,N
2,4.7,3350.0383,12,295000,2,0,866629,0,797100,27,M,Y
14,7.8,13368,5,2500,2,0,173792,0,176803,40,F,N
14,7.8,33865.6,5,25000,2,0,390873,1,412230,49,M,N
21,9.6,30096,20,153300,4,0,1744572,1,1940552,31,M,Y
21,9.6,12540,13,47000,5,0,984772,1,1029150,30,M,Y
2,4.7,1068,18,258000,5,0,761965,1,1320076,29,M,Y
2,4.7,1001.517,18,258000,5,0,761965,1,1320076,29,M,Y
2,4.7,2028.132,5,360000,3,0,378000,0,377950,33,M,N
21,9.6,88920,6,186000,3,0,341250,0,266750,41,F,Y
2,4.7,7262.4,2,6000,2,0,435600,0,436940,20,M,N
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,N
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,N
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,Y
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,Y
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,Y
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,N
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,N
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,Y
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,Y
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,Y
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,N
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,Y
2,4.7,2082.6,2,6000,2,0,435600,0,436940,20,M,N
2,4.7,1429.7209,2,6000,2,0,435600,0,436940,20,M,Y
2,4.7,400.265,4,17000,3,0,324297,1,437740,36,F,N
5,4.7,14215.08,7,0,1,0,145980,0,146385,56,M,Y
28,10.9,176696.904,2,0,1,0,1081275,0,760400,26,F,Y
7,6.6,167140,2,0,1,0,1081275,0,760400,26,F,N
1,2.7,158691.52,2,0,1,0,1081275,0,760400,26,F,Y
5,4.7,162870,2,0,1,0,1081275,0,760400,26,F,Y
1,2.7,158600,2,0,1,0,1081275,0,760400,26,F,N
1,2.7,158600,2,0,1,0,1081275,0,760400,26,F,Y
1,2.7,126880,2,0,1,0,1081275,0,760400,26,F,N
1,2.7,101562.24,2,0,1,0,1081275,0,760400,26,F,N
1,2.7,81250,2,0,1,0,1081275,0,760400,26,F,N
28,10.9,72375,2,0,1,0,1081275,0,760400,26,F,Y
28,10.9,14011.8,4,19500,2,0,51450,0,62668,23,M,Y
5,4.7,11748,17,70156.4,5,1,10960,0,99048,37,M,N
20,9.6,3990,46,1738000,5,1,3668462,1,3719432,31,F,Y
21,9.6,13680,1,0,1,0,35940,0,24090,25,M,N
21,9.6,35340,21,749500,4,1,1358652,1,1591890,27,M,Y
5,4.7,10680,35,571000,2,0,3288204,0,3482963,35,M,Y
28,10.9,23160,34,42000,2,1,505750,0,505742,22,M,Y
21,9.6,10032,7,255000,3,0,1004336,0,900288,35,M,N
13,7.8,66840,11,14500,4,1,450000,1,801200,30,F,Y
28,10.9,72375,1,0,1,0,57000,0,56400,37,M,N
21,9.6,71250,13,374847.46,5,1,752880,1,784356,31,F,Y
28,10.9,89166,1,0,1,0,599880,1,599140,36,M,Y
21,9.6,68400,45,2628500,7,1,3961076,0,4063810,32,M,Y
7,6.6,10960,0,0,0,0,440000,0,439080,22,M,Y
21,9.6,71250,4,10000,2,0,467000,1,331500,30,M,Y
21,9.6,70680,4,2000,2,0,57000,0,166350,27,F,N
14,7.8,55700,0,0,0,0,170000,0,513003,23,F,Y
2,4.7,5356.3938,7,20500,3,0,1572136,0,1640352,23,M,Y
21,9.6,11400,0,0,0,0,0,0,0,33,M,N
28,10.9,14011.8,14,18000,5,0,412540,0,604030,38,M,Y
14,7.8,55700,15,86093,6,0,647759,1,643711,35,F,Y
1,2.7,41600,15,86093,6,0,647759,1,643711,35,F,N
21,9.6,22800,12,112500,3,0,70000,0,127000,26,M,Y
21,9.6,108300,22,397000,7,0,971930,0,889795,43,F,N
28,10.9,23160,34,250500,4,1,0,0,473050,23,M,Y
14,7.8,33420,5,6500,2,0,574996,1,680416,32,M,Y
2,4.7,3359.1804,9,216500,3,0,916717,0,900014,29,M,Y
28,10.9,90468.75,1,0,1,0,117796,0,116896,33,M,N
2,4.7,9910.9332,4,905000,3,0,5697000,0,5194500,35,M,Y
28,10.9,69480,7,13000,3,0,704571,0,1368063,31,M,N
7,6.6,42963.2,18,23000,3,1,1459732,1,1626672,48,F,Y
28,10.9,14011.8,5,9000,2,1,554953,1,216240,27,M,N
14,7.8,13479.4,2,10000,2,0,484540,0,24140,32,M,N
7,6.6,54800,40,1118000,4,1,3155000,0,2458973,30,F,Y
2,4.7,1911.72,40,1118000,4,1,3155000,0,2458973,30,F,Y
1,2.7,1560,40,1118000,4,1,3155000,0,2458973,30,F,N
7,6.6,27400,4,10000,2,0,1123040,0,920080,25,M,Y
28,10.9,26634,29,1035000,4,0,712280,0,7733210,21,M,Y
28,10.9,23160,6,4500,4,0,407370,0,59073,23,M,Y
2,4.7,2088.0682,38,285500,4,1,404147,1,656454,28,M,N
2,4.7,13315.6104,3,150000,1,0,1497960,1,1423910,36,F,Y
2,4.7,15482.1979,3,150000,1,0,1497960,1,1423910,36,F,Y
5,4.7,130370.76,20,979000,4,1,1789349,1,1793232,42,M,Y
2,4.7,8239.353,7,25500,1,0,292776,1,268755,26,M,N
28,10.9,23160,7,20908.47,3,1,75160,0,91210,23,M,N
21,9.6,71250,3,45000,2,0,117900,0,116988,35,M,Y
14,7.8,86892,22,1618500,3,0,1768270,0,1793720,34,M,N
21,9.6,34200,8,0,1,0,575785,1,361900,22,M,Y
21,9.6,12540,4,240000,1,0,1162092,1,763473,39,M,N
21,9.6,13680,19,100000,2,1,644420,1,672011,31,M,Y
21,9.6,68400,13,180000,3,0,3204560,1,2654700,43,M,N
7,6.6,10960,13,51000,3,1,351076,1,379552,32,M,Y
21,9.6,71250,1,0,1,0,26971500,0,26358714,42,M,Y
21,9.6,12540,8,201000,2,0,733234,1,437082,38,M,Y
21,9.6,5016,3,0,1,0,851340,0,848810,28,M,N
2,4.7,34621.7939,21,412500,4,0,492000,0,602576,31,M,N
21,9.6,89062.5,14,163000,4,0,316450,1,495968,33,M,Y
14,7.8,133680,53,490500,4,0,445558,0,1315998,41,M,Y
28,10.9,1158,14,12000,3,0,648474,0,653026,21,M,N
2,4.7,245.6507,4,3200,3,0,246,0,5466,25,M,N
28,10.9,11580,2,7500,1,0,44264,0,44164,22,M,Y
21,9.6,12540,2,9000,2,0,11580,0,11330,53,M,N
7,6.6,85488,8,640000,3,0,5496638,0,5490711,41,M,Y
14,7.8,77980,6,0,1,0,635740,0,298040,44,M,N
21,9.6,71250,2,0,1,1,5596756,0,5483892,37,M,N
28,10.9,9264,8,0,1,0,107456,0,117706,20,M,N
28,10.9,12738,12,478500,5,0,663261,1,660732,46,F,Y
21,9.6,11400,2,2000,2,0,635298,1,536490,30,M,N
28,10.9,57900,15,203509,3,0,57900,0,250511,22,M,N
21,9.6,2280,19,38250,3,0,276406,1,174714,22,M,N
21,9.6,5700,19,38250,3,0,276406,1,174714,22,M,N
2,4.7,3497.6573,10,280000,3,0,662233,1,747359,31,M,N
7,6.6,21920,6,2500,2,0,393481,1,395019,25,M,Y
14,7.8,13479.4,3,8000,2,0,34214,0,34074,24,M,N
28,10.9,46320,5,14000,2,0,1031285,1,1032155,32,F,N
14,7.8,16310.074,2,11000,2,0,43482,0,28061,31,F,N
14,7.8,108788.784,12,337000,4,0,965711,1,967233,30,M,Y
28,10.9,11580,1,5000,1,0,52000,0,51961,21,M,Y
21,9.6,6270,6,108000,3,0,1180820,1,1182070,34,M,Y
21,9.6,26220,0,0,0,0,22800,0,22000,37,M,N
28,10.9,11580,1,0,1,0,726000,0,725972,28,F,Y
21,9.6,26220,3,17500,2,0,22800,0,22801,21,M,Y
21,9.6,9120,11,23000,5,0,341328,0,343924,25,F,Y
21,9.6,9120,12,159500,5,0,472592,1,832031,36,M,Y
28,10.9,30629.1,7,80000,3,0,142794,0,199804,39,M,Y
2,4.7,2734.2402,7,80000,3,0,142794,0,199804,39,M,Y
2,4.7,3065.16,5,51000,2,0,1000000,0,1034670,24,M,Y
7,6.6,8768,2,8000,2,0,11580,0,11540,36,M,N
21,9.6,11400,4,148000,2,0,394500,0,394500,36,M,Y
28,10.9,57900,2,24000,2,0,130896,1,26800,33,M,Y
21,9.6,70680,26,5000,2,1,492000,0,499103,34,M,Y
28,10.9,9264,19,33500,3,1,692920,1,582240,23,M,N
21,9.6,68400,12,159000,3,0,865700,0,630700,53,M,Y
28,10.9,16954.278,11,4000,3,0,815940,1,541160,31,F,Y
1,2.7,13842.4,11,4000,3,0,815940,1,541160,31,F,Y
5,4.7,12922.8,11,4000,3,0,815940,1,541160,31,F,Y
7,6.6,106312,22,217500,2,0,744740,0,653737,39,M,Y
2,4.7,2153.6434,1,0,1,0,292113,1,292115,28,F,Y
28,10.9,57900,45,1204000,3,0,0,0,1353700,30,M,Y
21,9.6,26220,15,38500,4,0,622909,1,717600,33,F,Y
21,9.6,13794,12,324800,4,0,1396158,1,1529108,44,M,Y
21,9.6,12540,0,0,0,0,11400,0,11150,41,M,N
21,9.6,68400,3,0,1,0,862389,1,934400,36,F,Y
14,7.8,14827.34,15,91000,3,0,558307,0,558308,27,M,N
21,9.6,22800,1,0,1,0,129500,0,129900,28,F,Y
21,9.6,68400,1,0,1,0,1710558,1,1608602,30,M,N
14,7.8,33997.052,5,76000,3,0,615770,0,600752,33,M,N
5,4.7,66750,13,52000,3,1,115700,0,115700,28,F,Y
21,9.6,57000,5,253000,1,0,1932000,0,1873000,28,M,N
2,4.7,3980.6176,2,35000,1,0,513636,0,513031,23,F,N
28,10.9,69480,25,4566889.84,5,1,10829558,1,6128779,28,F,Y
1,4.7,1548.6,14,465000,3,0,868901,0,530377,27,M,Y
1,4.7,2029.2,14,465000,3,0,868901,0,530377,27,M,Y
1,4.7,1920.5203,14,465000,3,0,868901,0,530377,27,M,N
21,9.6,57000,3,125000,1,0,210000,0,194304,37,M,N
21,9.6,7980,4,6000,2,0,18924,0,29324,32,M,N
2,4.7,7171.4918,1,41500,1,0,3161171,0,3151136,33,M,Y
28,10.9,12738,3,9000,3,0,11580,0,11580,44,M,N
7,6.6,107024.4,14,940000,4,0,1143110,0,952911,38,F,N
7,6.6,85488,14,940000,4,0,1143110,0,952911,38,F,Y
21,9.6,26220,3,0,1,0,1422280,0,1421130,27,M,N
21,9.6,13680,23,5361600,5,0,9131297,1,9001061,32,M,Y
28,10.9,35224.044,1,0,1,0,56629,0,55951,27,M,Y
7,6.6,43840,25,144000,6,1,241776,0,267202,35,F,Y
7,6.6,37264,25,144000,6,1,241776,0,267202,35,F,N
7,6.6,32880,25,144000,6,1,241776,0,267202,35,F,N
28,10.9,57900,0,0,0,0,400000,1,391224,22,M,N
1,4.7,993.3895,13,58000,3,1,1445955,1,1426250,35,F,N
28,10.9,12738,1,7500,1,0,11580,0,10880,36,M,Y
21,9.6,25080,8,65000,2,0,91980,0,159593,30,F,N
7,6.6,3507.2,15,16000,3,1,429220,0,234061,30,M,Y
7,6.6,133712,30,745000,5,0,2400357,1,2299810,33,M,N
7,6.6,13261.6,43,943500,4,0,1245191,1,1128290,46,M,N
21,9.6,12540,19,82500,4,0,392411,0,346580,26,M,Y
21,9.6,18240,17,784500,5,0,1165397,1,888259,30,M,Y
28,10.9,11580,3,300,2,0,720000,0,718100,49,M,Y
28,10.9,23160,5,1007000,3,1,2955700,0,1124136,28,M,N
7,6.6,8768,8,13000,2,0,191400,1,203161,27,F,Y
21,9.6,70680,8,68000,3,0,140600,0,94550,25,M,Y
2,4.7,2612.4348,13,249500,3,0,280350,1,286221,36,M,Y
28,10.9,12738,4,16000,2,0,556032,1,544980,23,M,Y
28,10.9,46320,0,0,0,0,0,0,293710,38,M,Y
28,10.9,2316,18,195000,2,0,188000,1,233300,23,M,Y
28,10.9,2316,18,195000,2,0,188000,1,233300,23,M,N
28,10.9,2316,18,195000,2,0,188000,1,233300,23,M,Y
2,4.7,1027.7578,18,195000,2,0,188000,1,233300,23,M,Y
28,10.9,2316,18,195000,2,0,188000,1,233300,23,M,Y
28,10.9,26634,41,426250,8,0,2558292,1,1964846,42,M,Y
21,9.6,89062.5,8,196000,2,0,232257,0,307120,48,M,N
21,9.6,14820,6,9000,2,0,181480,0,99846,34,M,N
7,6.6,10960,1,9000,1,0,380017,1,380017,37,M,N
28,10.9,18528,0,0,0,0,23160,0,20877,32,M,Y
14,7.8,44560,2,55000,2,0,109800,0,264562,25,F,Y
7,6.6,14587.76,3,0,1,0,32428,0,35356,51,F,N
5,4.7,12816,3,0,1,0,32428,0,35356,51,F,N
21,9.6,12540,20,169000,5,1,1388665,1,1628701,26,M,Y
7,6.6,25208,14,110000,3,0,431458,1,450370,44,F,Y
21,9.6,11400,13,1210000,6,0,1438053,1,1576619,29,M,Y
14,7.8,11140,9,63000,4,0,79864,0,79167,29,F,N
5,4.7,11748,3,9000,2,0,55400,0,34817,49,M,N
28,10.9,5095.2,5,0,1,0,277225,0,267919,29,M,N
28,10.9,11580,2,100000,2,0,568695,1,566215,22,M,N
21,9.6,12084,42,529000,4,1,1498875,1,1265698,27,M,N
28,10.9,57900,12,712000,3,1,793600,1,851500,32,M,Y
28,10.9,1852.8,25,137500,2,0,393488,0,416314,28,F,Y
21,9.6,22800,6,29700,3,0,76500,0,39000,25,F,Y
21,9.6,57000,4,108000,1,0,215085,1,122600,45,M,N
1,2.7,11440,1,20000,1,0,1011140,0,26922,53,M,Y
2,4.7,8127.3839,4,5496000,2,0,22453500,0,21389190,31,M,N
21,9.6,71250,2,100000,2,0,2072685,1,2135851,31,F,N
28,10.9,69480,3,61500,3,0,415631,0,586261,58,M,Y
21,9.6,25809.6,5,0,1,0,52982,0,52983,30,M,N
28,10.9,45234.954,30,928600,7,1,1016375,1,1778156,31,M,Y
21,9.6,10032,55,1375315.8,8,1,1999222,1,1783366,43,M,N
28,10.9,26634,10,1330000,3,0,1603839,1,2899526,51,M,N
14,7.8,12254,14,410000,3,0,666795,1,1035500,37,M,N
21,9.6,22800,0,0,0,0,250000,0,249000,30,F,Y
2,4.7,20642.2079,29,3361000,4,0,3564162,0,3573298,44,M,N
28,10.9,72375,25,409500,5,1,493500,1,949500,28,M,N
21,9.6,89062.5,5,17000,2,0,132375,0,131675,32,M,Y
2,4.7,2012.5926,10,17500,4,0,588000,0,816600,50,M,N
21,9.6,51300,14,59100,4,1,619205,1,288485,27,M,N
2,4.7,34040.6524,50,3207100,4,0,4110081,0,3637129,46,M,Y
28,10.9,11580,0,0,0,0,0,0,0,31,M,Y
1,4.7,16538.5888,34,2261000,4,0,3822097,1,3947271,31,M,Y
21,9.6,11400,18,206500,7,0,575400,0,571385,27,M,N
21,9.6,57000,0,0,0,0,137000,0,61300,22,F,N
21,9.6,13680,17,54000,2,0,317600,1,267100,37,M,Y
2,4.7,1961.7131,5,125000,1,0,305727,0,449759,26,F,Y
14,7.8,69625,1,0,1,0,465700,0,296687,40,M,N
21,9.6,139080,30,1226500,3,1,3004270,1,3198967,32,M,Y
2,4.7,1641.0888,0,0,0,0,0,0,0,35,M,Y
2,4.7,1769.3556,0,0,0,0,0,0,0,35,M,Y
21,9.6,57000,1,0,1,0,0,0,898900,28,F,N
21,9.6,173950.32,20,724000,5,0,2291237,1,2341733,37,F,Y
14,7.8,169983.032,20,724000,5,0,2291237,1,2341733,37,F,Y
14,7.8,135908,20,724000,5,0,2291237,1,2341733,37,F,Y
21,9.6,57000,21,29000,4,0,482000,0,661850,26,M,Y
28,10.9,26634,15,810000,3,1,883159,1,886563,42,M,N
28,10.9,12738,7,14000,3,1,243266,1,250920,27,M,N
28,10.9,5790,24,10000,3,1,383370,0,383370,23,M,Y
28,10.9,12738,3,0,1,0,106580,0,41097,27,M,Y
21,9.6,57000,10,35500,3,0,122000,0,220000,21,M,Y
28,10.9,8106,4,12500,3,0,361338,0,384740,22,F,Y
14,7.8,69625,3,0,1,0,117000,0,157300,49,M,Y
2,4.7,1645.1045,2,3000,2,0,151645,0,161755,25,M,N
21,9.6,22800,4,15000,2,1,470192,1,467794,28,F,N
21,9.6,57000,14,26800,3,0,571799,0,738316,35,M,N
28,10.9,57900,3,5000,2,1,0,0,6800,22,M,Y
28,10.9,11580,1,2000,1,0,446993,0,707015,59,M,N
21,9.6,7980,2,10000,2,0,0,0,20250,28,F,Y
21,9.6,22800,0,0,0,0,172600,0,497265,47,M,N
21,9.6,88920,3,10000,2,0,127250,0,168645,32,M,N
14,7.8,11140,2,3000,2,1,204750,0,204500,24,F,Y
14,7.8,22280,0,0,0,0,346000,0,179765,24,M,N
21,9.6,71250,4,140000,2,0,297000,0,398358,44,M,Y
14,7.8,69625,9,475000,2,0,1655700,0,3993621,58,M,N
28,10.9,46320,3,345960,3,0,510000,0,481370,25,M,Y
14,7.8,12254,4,9000,2,0,1320899,1,1315580,38,M,N
14,7.8,69625,11,381000,3,0,127400,0,523600,40,M,Y
28,10.9,46320,7,45000,2,1,57900,0,57300,30,F,Y
21,9.6,11400,0,0,0,0,0,0,0,36,M,Y
21,9.6,173950.32,49,6965974.81,8,1,10720374,1,10807763,47,M,N
21,9.6,68400,9,373000,3,0,1153105,1,401221,49,M,N
2,4.7,6043.1712,16,1568099,5,1,5494457,0,7419805,44,F,N
21,9.6,15162,10,99000,2,0,790335,1,912305,45,M,Y
7,6.6,68500,2,0,1,0,187000,0,1025553,47,M,N
28,10.9,141357.06,31,5779000,4,1,34489589,1,33279459,43,M,N
21,9.6,52668,3,0,1,0,3142792,0,3166764,32,F,N
1,2.7,41828.8,3,0,1,0,3142792,0,3166764,32,F,N
21,9.6,71250,50,818000,6,1,1964063,1,2164600,36,M,Y
21,9.6,57000,19,30000,3,0,3018119,1,3096700,47,M,N
14,7.8,20052,22,206000,3,0,581204,1,855240,31,F,N
5,4.7,20292,10,0,1,0,216376,0,219358,46,M,N
5,4.7,18156,10,0,1,0,216376,0,219358,46,M,N
28,10.9,11580,0,0,0,0,1,0,0,23,M,Y
28,10.9,12738,1,8000,1,0,11400,0,11200,26,M,Y
2,4.7,10835.928,11,680000,3,0,0,0,703829,45,M,Y
28,10.9,112326,22,147000,5,0,769055,0,499377,40,F,N
21,9.6,5700,0,0,0,0,0,0,0,29,F,Y
7,6.6,67952,33,6978000,5,0,11052000,0,11260800,29,M,N
14,7.8,69625,1,45000,1,0,57000,0,54981,42,M,Y
2,4.7,23684.5874,24,3826000,6,0,2700383,0,4738985,43,M,Y
2,4.7,31540.2187,24,3826000,6,0,2700383,0,4738985,43,M,Y
2,4.7,13944.3206,24,3826000,6,0,2700383,0,4738985,43,M,Y
2,4.7,12862.1056,6,10500,3,1,1361001,1,1289320,37,M,Y
28,10.9,17370,0,0,0,0,484846,1,484450,34,M,N
14,7.8,43446,19,296000,3,1,300895,0,344608,41,M,Y
21,9.6,57000,1,100000,1,0,2880000,0,2878000,50,M,Y
